"gene"	"KO"
"47_GL0005736"	"K00656"
"47_GL0007874"	"K01026"
"47_GL0008669"	"K00382"
"47_GL0009342"	"K11381"
"47_GL0013657"	"K00248"
"47_GL0020904"	"K00048"
"47_GL0023615"	"K00626"
"47_GL0024135"	"K00626"
"47_GL0029589"	"K01966"
"47_GL0030598"	"K00625"
"47_GL0031008"	"K01961"
"47_GL0034679"	"K01734"
"47_GL0036739"	"K00016"
"47_GL0041235"	"K00016"
"47_GL0046551"	"K01962;K01963"
"47_GL0046556"	"K00656"
"47_GL0048368"	"K01966"
"47_GL0049783"	"K01905"
"47_GL0056327"	"K01692"
"47_GL0057421"	"K00169"
"47_GL0059341"	"K01961"
"47_GL0061300"	"K00925"
"47_GL0061740"	"K00626"
"47_GL0061742"	"K00625"
"47_GL0065510"	"K01692"
"47_GL0067617"	"K00248"
"47_GL0067973"	"K00169"
"47_GL0069695"	"K01692"
"47_GL0075734"	"K00656"
"47_GL0079947"	"K00626"
"47_GL0082744"	"K00016"
"47_GL0084198"	"K01720"
"47_GL0087482"	"K00170"
"47_GL0089635"	"K13919"
"47_GL0101056"	"K00169"
"47_GL0102040"	"K00170"
"47_GL0105395"	"K00382"
"47_GL0107972"	"K01962;K01963"
"47_GL0112157"	"K00925"
"47_GL0112399"	"K00382"
"47_GL0115027"	"K00925"
"47_GL0121520"	"K01848"
"47_GL0121783"	"K00656"
"47_GL0128814"	"K00625"
"47_GL0129907"	"K01895"
"47_GL0133620"	"K13922"
"47_GL0137646"	"K01895"
"47_GL0138485"	"K00656"
"47_GL0139825"	"K00248"
"47_GL0151008"	"K00656"
"47_GL0152307"	"K00626"
"47_GL0153332"	"K01963"
"47_GL0156787"	"K00172"
"47_GL0157650"	"K00016"
"47_GL0157707"	"K00382"
"47_GL0158379"	"K00656"
"48_GL0001350"	"K11263"
"48_GL0003573"	"K00925"
"48_GL0007557"	"K01963"
"48_GL0007558"	"K01962"
"48_GL0007559"	"K01962"
"48_GL0010838"	"K00016"
"48_GL0011057"	"K00625"
"48_GL0014215"	"K15024"
"48_GL0021862"	"K00625"
"48_GL0023212"	"K00248"
"48_GL0023539"	"K00656"
"48_GL0023594"	"K00625"
"48_GL0029003"	"K00016"
"48_GL0031622"	"K00656"
"48_GL0032857"	"K00656"
"48_GL0052175"	"K05606"
"48_GL0064402"	"K00171"
"48_GL0066704"	"K01961"
"48_GL0071724"	"K05606"
"48_GL0072492"	"K00626"
"48_GL0079683"	"K01966"
"48_GL0081090"	"K01895"
"48_GL0081922"	"K01692"
"48_GL0081924"	"K00626"
"48_GL0081925"	"K00626"
"48_GL0093273"	"K00016"
"48_GL0098794"	"K01963"
"48_GL0103958"	"K11263"
"48_GL0116204"	"K00626"
"48_GL0119144"	"K00382"
"48_GL0120254"	"K00016"
"48_GL0123413"	"K00823"
"48_GL0124123"	"K01895"
"48_GL0130999"	"K00016"
"48_GL0132511"	"K02160"
"48_GL0133727"	"K01734"
"48_GL0136039"	"K00248"
"48_GL0138131"	"K01895"
"48_GL0138322"	"K00171"
"48_GL0152715"	"K00248"
"48_GL0153801"	"K00656"
"49_GL0006414"	"K00625"
"49_GL0036273"	"K00925"
"49_GL0037568"	"K00382"
"49_GL0065147"	"K01847"
"5_GL0000875"	"K00048"
"5_GL0003447"	"K11263"
"5_GL0003497"	"K00656"
"5_GL0007234"	"K01847"
"5_GL0007496"	"K00172"
"5_GL0007557"	"K00086"
"5_GL0018147"	"K00625"
"5_GL0021161"	"K00248"
"5_GL0024796"	"K00656"
"5_GL0024804"	"K00625"
"5_GL0024805"	"K00925"
"5_GL0026292"	"K00656"
"5_GL0026722"	"K00925"
"5_GL0027254"	"K00170"
"5_GL0028480"	"K00656"
"5_GL0033579"	"K15024"
"5_GL0037895"	"K00925"
"5_GL0039964"	"K01961"
"5_GL0043884"	"K00656"
"5_GL0046318"	"K00656"
"5_GL0047726"	"K01847"
"5_GL0048739"	"K13922"
"5_GL0048869"	"K00656"
"5_GL0052310"	"K00625"
"5_GL0052448"	"K01961"
"5_GL0056449"	"K02160"
"5_GL0059779"	"K00656"
"5_GL0060144"	"K00016"
"5_GL0060176"	"K01026"
"5_GL0061955"	"K00625"
"5_GL0067344"	"K00925"
"5_GL0067665"	"K00172"
"5_GL0067666"	"K00172"
"5_GL0067667"	"K00171"
"5_GL0067668"	"K00169"
"5_GL0069108"	"K01962;K01963"
"5_GL0076285"	"K00016"
"5_GL0077569"	"K01962;K01963"
"5_GL0082553"	"K00382"
"5_GL0084181"	"K00170"
"5_GL0098910"	"K00823"
"5_GL0099003"	"K00170"
"5_GL0104565"	"K11381"
"5_GL0106046"	"K00656"
"5_GL0109308"	"K00170"
"5_GL0120689"	"K01895"
"5_GL0124700"	"K01963"
"5_GL0130277"	"K00140"
"5_GL0135664"	"K00248"
"5_GL0138640"	"K02160"
"5_GL0145004"	"K01962"
"5_GL0145006"	"K01963"
"5_GL0145007"	"K01961"
"5_GL0145010"	"K02160"
"5_GL0148437"	"K00925"
"5_GL0150413"	"K01961"
"5_GL0153346"	"K00382"
"5_GL0157590"	"K00925"
"5_GL0161942"	"K00625"
"5_GL0165714"	"K00925"
"5_GL0166011"	"K00925"
"5_GL0173340"	"K00626"
"50_GL0003491"	"K01895"
"50_GL0010346"	"K13922"
"50_GL0032500"	"K00625"
"50_GL0036593"	"K00016"
"50_GL0042933"	"K01966"
"50_GL0048321"	"K01734"
"50_GL0055138"	"K01692"
"50_GL0082044"	"K13788"
"50_GL0097685"	"K00016"
"51_GL0004307"	"K00656"
"51_GL0004324"	"K15024"
"51_GL0007164"	"K01692"
"51_GL0009614"	"K00925"
"51_GL0013599"	"K00656"
"51_GL0014180"	"K01734"
"51_GL0016894"	"K00925"
"51_GL0017718"	"K05606"
"51_GL0018951"	"K00172"
"51_GL0019486"	"K00625"
"51_GL0020642"	"K01966"
"51_GL0029064"	"K05606"
"51_GL0029065"	"K05606"
"51_GL0032673"	"K00248"
"51_GL0036339"	"K00048"
"51_GL0036340"	"K00048"
"51_GL0036341"	"K00048"
"51_GL0043494"	"K00625"
"51_GL0053028"	"K00248"
"51_GL0054726"	"K00248"
"51_GL0056415"	"K01966"
"51_GL0058589"	"K00625"
"51_GL0067303"	"K00925"
"51_GL0068547"	"K01895"
"51_GL0073494"	"K00382"
"51_GL0077140"	"K00625"
"51_GL0079888"	"K00005"
"51_GL0084937"	"K00656"
"51_GL0091244"	"K00248"
"51_GL0106899"	"K00248"
"51_GL0109281"	"K00925"
"51_GL0109631"	"K05606"
"51_GL0115186"	"K01692"
"51_GL0134026"	"K00625"
"52_GL0002290"	"K00656"
"52_GL0009764"	"K00016"
"52_GL0013688"	"K01847"
"52_GL0021039"	"K00248"
"52_GL0030338"	"K00656"
"52_GL0030506"	"K00925"
"52_GL0031703"	"K00625"
"52_GL0034378"	"K01961"
"52_GL0049791"	"K11381"
"52_GL0063168"	"K01895"
"52_GL0063841"	"K00016"
"52_GL0078748"	"K15024"
"52_GL0094054"	"K00925"
"52_GL0108245"	"K01734"
"52_GL0114670"	"K00626"
"52_GL0118255"	"K01895"
"52_GL0119548"	"K00626"
"52_GL0125052"	"K00172"
"52_GL0130186"	"K01734"
"52_GL0134089"	"K01902"
"53_GL0011559"	"K00248"
"53_GL0011568"	"K00382"
"53_GL0011569"	"K00382"
"53_GL0012112"	"K09788"
"53_GL0013239"	"K00016"
"53_GL0014140"	"K00925"
"53_GL0015122"	"K00172"
"53_GL0025921"	"K01966"
"53_GL0027375"	"K00005"
"53_GL0029040"	"K00172"
"53_GL0034713"	"K01026"
"53_GL0034714"	"K01026"
"53_GL0034715"	"K01026"
"53_GL0034716"	"K00248"
"53_GL0034790"	"K00626"
"53_GL0039392"	"K00016"
"53_GL0045466"	"K00625"
"53_GL0050192"	"K00925"
"53_GL0051521"	"K01692"
"53_GL0055188"	"K01734"
"53_GL0055904"	"K00140"
"53_GL0056001"	"K00823"
"53_GL0059712"	"K00656"
"53_GL0060085"	"K00625"
"53_GL0065395"	"K00248"
"53_GL0066221"	"K13922"
"53_GL0066223"	"K15024"
"53_GL0066309"	"K00086"
"53_GL0066408"	"K01966"
"53_GL0070847"	"K01962"
"53_GL0071784"	"K00169"
"53_GL0073201"	"K00625"
"53_GL0074510"	"K00016"
"53_GL0077786"	"K00248"
"53_GL0078102"	"K00656"
"53_GL0081490"	"K00169"
"53_GL0081494"	"K01026"
"53_GL0081719"	"K00048"
"53_GL0083026"	"K01026"
"53_GL0085358"	"K00086"
"53_GL0086161"	"K00925"
"53_GL0088631"	"K00172"
"53_GL0092898"	"K01961"
"53_GL0094066"	"K05606"
"53_GL0098595"	"K01692"
"53_GL0100257"	"K00248"
"53_GL0101117"	"K00656"
"53_GL0103206"	"K01895"
"53_GL0105170"	"K01961"
"53_GL0105436"	"K05606"
"53_GL0116358"	"K00656"
"53_GL0116816"	"K01963"
"53_GL0120233"	"K01962;K01963"
"53_GL0120234"	"K01961"
"53_GL0121392"	"K15024"
"53_GL0124438"	"K00925"
"53_GL0124883"	"K00625"
"53_GL0134046"	"K01734"
"53_GL0140670"	"K01961"
"53_GL0157881"	"K00170"
"53_GL0158610"	"K00086"
"53_GL0159113"	"K00925"
"54_GL0002023"	"K00016"
"54_GL0004193"	"K00169"
"54_GL0004939"	"K00005"
"54_GL0010388"	"K00248"
"54_GL0017289"	"K00248"
"54_GL0019615"	"K15024"
"54_GL0023971"	"K13922"
"54_GL0025859"	"K00656"
"54_GL0030624"	"K00626"
"54_GL0037618"	"K00625"
"54_GL0045115"	"K05606"
"54_GL0045618"	"K00016"
"54_GL0051101"	"K01963"
"54_GL0072926"	"K00925"
"54_GL0075950"	"K03417"
"54_GL0082039"	"K00656"
"54_GL0087330"	"K01966"
"54_GL0088774"	"K01961"
"54_GL0088775"	"K01963"
"54_GL0089833"	"K00248"
"54_GL0090209"	"K01902"
"54_GL0092832"	"K01962"
"54_GL0092969"	"K13922"
"54_GL0102144"	"K01026"
"54_GL0128603"	"K00656"
"55_GL0012625"	"K00048"
"55_GL0014488"	"K00925"
"55_GL0015730"	"K00382"
"55_GL0018914"	"K00626"
"55_GL0021022"	"K00925"
"55_GL0025291"	"K00656"
"55_GL0029888"	"K00248"
"55_GL0029890"	"K01026"
"55_GL0030073"	"K01962"
"55_GL0030074"	"K01963"
"55_GL0030075"	"K01961"
"55_GL0045412"	"K00925"
"55_GL0050377"	"K05606"
"55_GL0050395"	"K00382"
"55_GL0060909"	"K00248"
"55_GL0061569"	"K00656"
"55_GL0066114"	"K01026"
"55_GL0067236"	"K01961"
"55_GL0067317"	"K00656"
"55_GL0067376"	"K01962"
"55_GL0074114"	"K00016"
"55_GL0076021"	"K01963"
"55_GL0076024"	"K02160"
"55_GL0078240"	"K01966"
"55_GL0080629"	"K00656"
"55_GL0087874"	"K00656"
"55_GL0090552"	"K15024"
"55_GL0091036"	"K00925"
"55_GL0093357"	"K00248"
"55_GL0096831"	"K01963"
"55_GL0097350"	"K01692"
"55_GL0097351"	"K00248"
"55_GL0098271"	"K00656"
"55_GL0098272"	"K00656"
"55_GL0099220"	"K01895"
"55_GL0100233"	"K00169"
"55_GL0102149"	"K00048"
"55_GL0109950"	"K00626"
"55_GL0124716"	"K00925"
"6_GL0004914"	"K00016"
"6_GL0007814"	"K01966"
"6_GL0010585"	"K00171"
"6_GL0015918"	"K01734"
"6_GL0017032"	"K01961"
"6_GL0030877"	"K00925"
"6_GL0042687"	"K01966"
"6_GL0043625"	"K00016"
"6_GL0045053"	"K00656"
"6_GL0056196"	"K00925"
"6_GL0061949"	"K00382"
"6_GL0062200"	"K00925"
"6_GL0067680"	"K11381"
"6_GL0067681"	"K11381"
"6_GL0074665"	"K01966"
"6_GL0074687"	"K00925"
"6_GL0074688"	"K15024"
"6_GL0098399"	"K00625"
"7_GL0000457"	"K01966"
"7_GL0007124"	"K05606"
"7_GL0010124"	"K00656"
"7_GL0013097"	"K00656"
"7_GL0017483"	"K00248"
"7_GL0020366"	"K01966"
"7_GL0022652"	"K01963"
"7_GL0022653"	"K01961"
"7_GL0027774"	"K01026"
"7_GL0029642"	"K13922"
"7_GL0033706"	"K00626"
"7_GL0034134"	"K15024"
"7_GL0037091"	"K00925"
"7_GL0038177"	"K01966"
"7_GL0050769"	"K00248"
"7_GL0052260"	"K00248"
"7_GL0063279"	"K00925"
"7_GL0066061"	"K01961"
"7_GL0066898"	"K00625"
"7_GL0070158"	"K01966"
"7_GL0072655"	"K00626"
"7_GL0073623"	"K01734"
"7_GL0074134"	"K00656"
"7_GL0079419"	"K00656"
"7_GL0080232"	"K01966"
"7_GL0086764"	"K00248"
"7_GL0089459"	"K07250"
"7_GL0089937"	"K00048"
"7_GL0091023"	"K01962"
"7_GL0091784"	"K00170"
"7_GL0094385"	"K00656"
"7_GL0099352"	"K01962;K01963"
"7_GL0102424"	"K01962"
"7_GL0104272"	"K11263"
"7_GL0104604"	"K00626"
"7_GL0106423"	"K00656"
"7_GL0106425"	"K00656"
"8_GL0001348"	"K00656"
"8_GL0002427"	"K00171"
"8_GL0002803"	"K00248"
"8_GL0004112"	"K00382"
"8_GL0004329"	"K00016"
"8_GL0008837"	"K00626"
"8_GL0013939"	"K00248"
"8_GL0017383"	"K00169"
"8_GL0020002"	"K00382"
"8_GL0021685"	"K00656"
"8_GL0023049"	"K00016"
"8_GL0025224"	"K01961"
"8_GL0025226"	"K02160"
"8_GL0030154"	"K00656"
"8_GL0030749"	"K00016"
"8_GL0034109"	"K00170"
"8_GL0034715"	"K00016"
"8_GL0034882"	"K01734"
"8_GL0038029"	"K01961"
"8_GL0038238"	"K00656"
"8_GL0040223"	"K01962;K01963"
"8_GL0042527"	"K00626"
"8_GL0042725"	"K00172"
"8_GL0043957"	"K00248"
"8_GL0044870"	"K00170"
"8_GL0044871"	"K00169"
"8_GL0049875"	"K01961"
"8_GL0054403"	"K00823"
"8_GL0057137"	"K01966"
"8_GL0057812"	"K13922"
"8_GL0062407"	"K01962"
"8_GL0068019"	"K00626"
"8_GL0072962"	"K02160"
"8_GL0073613"	"K01026"
"8_GL0074125"	"K00016"
"8_GL0077996"	"K01734"
"8_GL0078474"	"K00169"
"8_GL0079632"	"K00625"
"8_GL0091727"	"K00171"
"8_GL0091728"	"K00172"
"8_GL0095704"	"K00248"
"8_GL0101684"	"K00625"
"8_GL0103807"	"K00656"
"8_GL0104584"	"K13922"
"8_GL0104593"	"K00625"
"8_GL0104796"	"K01962;K01963"
"8_GL0106350"	"K00382"
"8_GL0109356"	"K00248"
"8_GL0114475"	"K00248"
"8_GL0119230"	"K00656"
"8_GL0121128"	"K01966"
"8_GL0123581"	"K01962;K01963"
"8_GL0123582"	"K01961"
"8_GL0124313"	"K00656"
"8_GL0124320"	"K05606"
"8_GL0127953"	"K00382"
"8_GL0128761"	"K00382"
"8_GL0129697"	"K01963"
"8_GL0131108"	"K13922"
"8_GL0133777"	"K00086"
"8_GL0140926"	"K01847"
"8_GL0144536"	"K00248"
"8_GL0144606"	"K00140"
"8_GL0146331"	"K00016"
"8_GL0146895"	"K00626"
"8_GL0146964"	"K00248"
"8_GL0147938"	"K00656"
"8_GL0149565"	"K00016"
"8_GL0155228"	"K00169"
"8_GL0156543"	"K01961"
"8_GL0158946"	"K00171"
"8_GL0163990"	"K00626"
"8_GL0164258"	"K01848"
"8_GL0165391"	"K01966"
"8_GL0165982"	"K01963"
"8_GL0169329"	"K00656"
"8_GL0172269"	"K00625"
"8_GL0172620"	"K01966"
"8_GL0173376"	"K00625"
"8_GL0178446"	"K00925"
"8_GL0178454"	"K05606"
"8_GL0184927"	"K01734"
"8_GL0186970"	"K01966"
"8_GL0189751"	"K01966"
"8_GL0192764"	"K01903"
"8_GL0197107"	"K00169"
"9_GL0018054"	"K00656"
"9_GL0029464"	"K01963"
"9_GL0029620"	"K07250"
"9_GL0030923"	"K05606"
"9_GL0032329"	"K00656"
"9_GL0032771"	"K01966"
"9_GL0044450"	"K00925"
"9_GL0053727"	"K00625"
"9_GL0057919"	"K00656"
"9_GL0062922"	"K01963"
"9_GL0069602"	"K00248"
"9_GL0071200"	"K00248"
"9_GL0090773"	"K00656"
"9_GL0098841"	"K00656"
